name,combined_text,overall_player_rating,rating_encoded
Balatro,"the poker roguelike. balatro is a hypnotically satisfying deckbuilder where you play illegal poker hands, discover game-changing jokers, and trigger adrenaline-pumping, outrageous combos. about this game
balatro is a poker-inspired roguelike deck builder all about creating powerful synergies and winning big.combine valid poker hands with unique joker cards in order to create varied synergies and builds. earn enough chips to beat devious blinds, all while uncovering hidden bonus hands and decks as you progress. you’re going to need every edge you can get in order to reach the boss blind, beat the final ante and secure victory.the definitive poker roguelike experience.endless possibilities - every pick-up, discard and joker can dramatically alter the course of your run.in-depth campaign mode complete with 8 difficulties, as well as challenge and seeded runs. deftly deploy an array of potent tools: different decks, jokers, tarot cards, planet cards, spectral cards, and vouchers. use these versatile instruments to ignite a combo frenzy and turbocharge your poker hands, crafting electrifying, adrenaline-fueled synergies.150 jokers, each with their own unique abilities15 decks with distinct modifiers to choose from for each run5 potential variants of each joker which add further abilities22 tarot cards variants that can enhance your regular playing cards11 planet cards that help level up your possible poker hands32 voucher cards to help provide permanent buffs for your current runimmerse yourself in balatro’s distinctive psychedelic world. let the synthwave soundtrack wash over you -  wind down, escape the daily grind and prepare to enter the ultimate roguelike flow state.improve your collection and discover new cards and secrets with every single run.make use of the in-depth stats screen to study your best hands, most used jokers, and more!immerse yourself in the crt fuzz and enjoy detailed, hand-crafted pixel art. ['roguelike deckbuilder', 'card game', 'roguelike', 'deckbuilding', 'singleplayer', 'strategy', 'card battler', 'turn-based', 'replay value', 'pixel graphics', 'choices matter', 'roguelite', 'casual', 'turn-based strategy', 'difficult', '2d', 'arcade', 'simulation', 'relaxing', 'procedural generation']",Overwhelmingly Positive,4.0
Age of Empires II: Definitive Edition,"age of empires ii: definitive edition features “the last khans” with 3 new campaigns and 4 new civilizations. frequent updates include events, additional content, new game modes, and enhanced features with the recent addition of co-op mode! about this game
							age of empires ii: definitive edition celebrates the 20th anniversary of one of the most popular strategy games ever, now with stunning 4k ultra hd graphics, and a fully remastered soundtrack.  age of empires ii: de features “the last khans” with 3 new campaigns and 4 new civilizations. frequent updates include events, additional content, new game modes, and enhanced features with the recent addition of co-op mode!explore all the original campaigns and the best-selling expansions like never before.  with over 200 hours of gameplay and 1,000 years of human history, improved experiences await.  head online to challenge other players in your quest for world domination with 35 different civilizations. you can also experience new civilizations and campaigns with the lords of the west dlc!  recent updates include a battle royale game mode, ongoing support for the scenario editor, quick play for easy social games, enhancements to the game ui, and more! choose your path to greatness with an eye-catching and engaging remaster to one of the most beloved strategy games of all time.https://privacy.microsoft.com/privacystatement ['strategy', 'rts', 'city builder', 'multiplayer', 'base building', 'historical', 'singleplayer', 'medieval', 'resource management', 'classic', 'tactical', 'real-time', 'co-op', 'remake', 'isometric', '2d', 'replay value', 'action', 'great soundtrack', 'adventure']",Very Positive,4.0
MARVEL SNAP,"marvel snap is a fast-paced collectible card game that reimagines the genre with innovative mechanics. winner of multiple awards like 'best strategy game' and 'breakthrough game of the year,' we invite you to join millions of players worldwide – jump right in! about this game
							marvel snap is a fast-paced, award-winning collectible card game with innovative mechanics that has been called ""accessible, and utterly brilliant"" and ""one of the best card games"" today.build your deck of 12 cards. each card represents a marvel super hero or villain, each with a unique power or ability. the goal of the game is to outsmart and outwit your opponent. learning how to play only takes a few minutes, and matches only takes 3 minutes.download now and find out what everyone is talking about!no more waiting around! every game lasts only around three minutes. we cut out the fluff to focus more on the good stuff.the game is designed so that every match feels different. play your cards at 50+ different locations across the marvel universe, each with iconic game-changing abilities. from asgard to wakanda, new locations are introduced regularly to put your creative problem-solving skills to the test.every player begins with a free starter deck that helps you get started. from there, you can earn new cards to add to your collection simply by playing and mastering the game.unlike other games in the collectible card game genre, there are no card packs in marvel snap. you can play more to earn more.available on both mobile and desktop pc. play anywhere, any time you want. register your account and your progress stays with you across different platforms.""snap"" is a unique mechanic in the game that lets you raise the stakes during a match and apply pressure on your opponent. for example, if you think you have a winning hand, use the 'snap' mechanic to double down and potentially double your rewards. hey, even if you're bluffing —you could double your rewards!each card in your deck is a unique character from the marvel multiverse. no other game lets you collect, mix, and match hundreds of hero and villain art variants from the entire marvel universe—and beyond. you might have a classic comic inspired iron man card, but do you also have the chibi, 8-bit, and cartoon variants?i am groot. i am groot. i am groot. i am groot? i am groot. i am groot! i am groot. i am groot?marvel snap stays fresh and exciting with new cards, new locations, new cosmetics, new season passes, new ranked seasons, new challenges, new missions, and new events regularly. you don't have to wait months for updates!the game only takes a few minutes to learn and 3 minutes to play. jump right in and find out why marvel snap won multiple industry awards! ['free to play', 'card battler', 'strategy', 'card game', 'multiplayer', 'turn-based tactics', 'pvp', 'casual', 'superhero', 'deckbuilding', 'comic book', 'stylized', 'trading card game', 'early access', 'co-op', 'mouse only']",Very Positive,4.0
Tactical Breach Wizards,"in tactical breach wizards, you lead a team of renegade wizards in kevlar through turn-based battles to unravel a modern conspiracy plot. combine their unique spells in clever ways, or rewind time to try every crazy plan you can think of to punch a traffic warlock through a 4th story window. about this game
							tactical breach wizards is a turn-based tactics game in which you lead a team of renegade wizards in kevlar, as they unravel a modern conspiracy plot and/or find the most stylish way to punch a traffic warlock through a 4th story window.it's a story-driven campaign of about 14 hours, in which you...combo spells for satisfying resultseach of your wizards has a unique set of abilities, from a straightforward lightning bolt to transforming into a rabid dog. experiment freely, rewind your mistakeswhen you hit a tricky situation, try every wild idea you have - you can always rewind if it didn't pan out. it could work beautifully, fail spectacularly, or screw up in a way that gives you new ideas. either way, free rewinds mean you play it out in-game instead of scratching your head.fight the (various) power(s)your team are a motley crew of misfits on the wrong side of the law, fighting against:the rushwater pd and their rising star: steve clark, the traffic warlockan oppressive religious dictatorship who rule the streets with riot priestsa private military corporation meddling with magic to enhance their troopsand the most deadly operative the trade has ever seen: the black ops chronomancerupgrade your magical arsenalevery ability for every wizard has a set of unique perks to unlock as they level up, tailoring their powers to your playstyle, and enabling ridiculous ways they can combo with each other.get to know these loveable idiotstravel the world, meet interesting wizards, and find out what's wrong with them. each of your team has their own personal struggles, and between missions you can choose how much to dig into them, overcome them, and guide these oddballs to become friends.unravel a conspiracy, stop a waras the enemy plot thickens, key players and their relationships are added to your conspiracy map to keep track of the important bits. you can read more about anything you're fuzzy on, arrange them in a way that makes sense to you, and keep a visual overview of what's going on.build confidence to wear fancier outfitseach character already owns all their unlockable outfits - they just don't have the confidence to wear them. characters earn confidence by accomplishing optional extra objectives that reflect their strengths and values.fine-tune the difficultywe want everyone to be able to finish the game, so as well as easy, medium & hard modes, you can customise each variable individually for the kind of challenge you like.what is it not?as always, we don't want you to buy the game if it's not for you. here are some things it isn't!it's not a branching story. you do make choices in your conversations, but they don't cause major deviations in the course of the plot. they're more about deciding how you want this character to treat people, and how much you want to dig into or push back at what the other person is saying.it's not a roguelike. every now and then someone will call it that and we don't know why! every level is handcrafted.it's not xcom. this is a much shorter, story-driven experience about a cast of unique characters. there's no base-building or equivalent.it's not into the breach. this is more forgiving, but the ceiling on how many different things you can do in a turn is higher.what is it?come on, we just went over this with gifs and everything. ['turn-based tactics', 'puzzle', 'story rich', 'turn-based strategy', 'turn-based', 'funny', 'singleplayer', 'strategy rpg', 'tactical', 'tactical rpg', 'rpg', 'adventure', 'military', 'indie', 'mystery', 'isometric', 'comedy', 'fantasy', 'strategy', 'satire']",Overwhelmingly Positive,4.0
Total War: MEDIEVAL II – Definitive Edition,"spanning the most turbulent era in western history, your quest for territory and power takes you through europe, africa, the middle east, and even onto the shores of the new world. about this game
complete your total war collection with this definitive edition of total war: medieval ii, which includes all dlc and feature updates since the game’s release: kingdoms is the most content-rich expansion ever produced for a total war game, with four new entire campaigns centred on expanded maps of the british isles, teutonic northern europe, the middle east, and the americas.total war: medieval ii definitive edition offers hundreds and hundreds of hours of absorbing gameplay and every bit of content made for the game. see below for full details. about total war: medieval iitake command of your army and expand your reign in total war: medieval ii - the fourth instalment of the award-winning total war series of strategy games. direct massive battles featuring up to 10,000 bloodthirsty troops on epic 3d battlefields, while presiding over some of the greatest medieval nations of the western and middle eastern world. spanning the most turbulent era in western history, your quest for territory and power takes you through europe, africa, and the middle east, and even onto the shores of the new world.you'll manage your empire with an iron fist, handling everything from building and improving cities to recruiting and training armies. wield diplomacy to manipulate allies and enemies, outsmart the dreaded inquisition, and influence the pope. lead the fight in the crusades and bring victory to islam or christianity in the holy war. rewrite history and conquer the world. this is total war!•	bigger and better real-time battles. improved combat choreography, larger armies, quicker pace, and spectacular finishing moves make this the most visceral and exciting total war ever.•	new epic campaign. the ambitious single player campaign will span three continents and let players sail across to the americas to confront the aztecs on their home soil.•	greater accessibility. an enhanced user interface and optional shorter campaigns make the total war experience faster and easier to enjoy than ever before.•	over 40 new features. an advanced terrain system, enhanced weather effects, and more will help you divide and conquer.•	intense multiplayer battles. wage war against other players in 8-way multiplayer games.about kingdomskingdoms presents players with all-new territories to explore, troops to command, and enemies to conquer.kingdoms is the most content-rich expansion ever produced for a total war game, with four new entire campaigns centred on expanded maps of the british isles, teutonic northern europe, the middle east, and the americas. in total war: medieval ii, you were only given a tantalizing glimpse of south america, but in kingdoms, vast tracts of land in both north and south america have been opened up for you to conquer. all-new factions from the new world are also now fully playable, including the aztecs, apaches, and mayans.along with the new maps in the britannia, teutonic, crusades, and new world campaigns, there are 13 new factions to play, over 110 units to control, and 50 building types, adding up to 80 hours of new gameplay. kingdoms also offers new multiplayer maps and hotseat multiplayer, a first for the total war series, allowing you to play one-versus-one campaign games on the same computer.•	four new campaigns - britannia, teutonic, crusades, and new world•	10 new units•	13 new factions•	9 new agents•	50 new buildings•	60+ new territories across four new maps•	15 new multiplayer maps and scenarios•	all-new 1v1 hotseat multiplayer campaign mode ['strategy', 'medieval', 'historical', 'turn-based strategy', 'grand strategy', 'war', 'rts', 'tactical', 'singleplayer', 'multiplayer', 'moddable', 'military', 'turn-based', 'real time tactics', 'classic', 'simulation', 'action', 'sandbox', 'great soundtrack', '4x']",Overwhelmingly Positive,4.0
Sid Meier's Civilization® V,"create, discover, and download new player-created maps, scenarios, interfaces, and more! about this game
							the flagship turn-based strategy game returnsbecome ruler of the world by establishing and leading a civilization from the dawn of man into the space age: wage war, conduct diplomacy, discover new technologies, go head-to-head with some of history’s greatest leaders and build the most powerful empire the world has ever known.inviting presentation: jump right in and play at your own pace with an intuitive interface that eases new players into the game. veterans will appreciate the depth, detail and control that are highlights of the series.believable world: ultra realistic graphics showcase lush landscapes for you to explore, battle over and claim as your own. community & multiplayer: compete with players all over the world or locally in lan matches, mod* the game in unprecedented ways, and install mods directly from an in-game community hub without ever leaving the game. wide system compatibility: civilization v operates on many different systems, from high end desktops to many laptops. all new features: a new hex-based gameplay grid opens up exciting new combat and build strategies. city states become a new resource in your diplomatic battleground. an improved diplomacy system allows you to negotiate with fully interactive leaders. *modding sdk available as a free download. note: the mac and linux + steamos versions of sid meier's civilization v are available in english, french, italian, german and spanish only. ['turn-based strategy', 'strategy', 'turn-based', 'multiplayer', 'historical', '4x', 'addictive', 'singleplayer', 'hex grid', 'grand strategy', 'replay value', 'co-op', 'economy', 'tactical', 'diplomacy', 'moddable', 'simulation', 'classic', 'great soundtrack', 'touch-friendly']",Overwhelmingly Positive,4.0
Plants vs. Zombies GOTY Edition,"zombies are invading your home, and the only defense is your arsenal of plants! armed with an alien nursery-worth of zombie-zapping plants like peashooters and cherry bombs, you'll need to think fast and plant faster to stop dozens of types of zombies dead in their tracks. about this game
zombies are invading your home, and the only defense is your arsenal of plants! armed with an alien nursery-worth of zombie-zapping plants like peashooters and cherry bombs, you'll need to think fast and plant faster to stop dozens of types of zombies dead in their tracks. obstacles like a setting sun, creeping fog and a swimming pool add to the challenge, and with five game modes to dig into, the fun never dies!features play five game modes: adventure, mini-games, puzzle, survival, plus the stress-free zen garden conquer all 50 levels of adventure mode  through day, night, and fog, in a swimming pool and on the rooftop battle 26 types of zombies including pole-vaulters, snorkelers and zomboni drivers earn 49 powerful perennials and collect coins to buy a pet snail, power-ups and more! open the almanac to see all the plants and zombies, plus amusing facts and quotes browse crazy daves shop for special plants and tools to stem any zombie assault amazing graphics and soundtrack, plus a bonus music video infinite replayability: the game is never the same experience twice! unlock all the steam achievements ['tower defense', 'zombies', 'strategy', 'singleplayer', 'casual', 'classic', '2d', 'comedy', 'great soundtrack', 'family friendly', 'funny', 'puzzle', 'addictive', 'cute', 'survival', 'indie', 'tactical', 'adventure', 'touch-friendly', 'post-apocalyptic']",Overwhelmingly Positive,4.0
Age of Empires II (Retired),"age of empires ii has been re-imagined in high definition. with the release of age of empires ii: definitive edition, this product will not be updated further. about this game
							with the release of age of empires ii: definitive edition in 2019, this edition is not the most current and will not be updated further.

in age of empires ii: hd edition, fans of the original game and new players alike will fall in love with the classic age of empires ii experience.  explore all the original single player campaigns from both age of kings and the conquerors expansion, choose from 18 civilizations spanning over a thousand years of history, and head online to challenge other steam players in your quest for world domination throughout the ages.  originally developed by ensemble studios and re-imagined in high definition by hidden path entertainment, skybox labs, and forgotten empires, microsoft studios is proud to bring age of empires ii: hd edition to steam! ['strategy', 'rts', 'medieval', 'multiplayer', 'classic', 'historical', 'base building', 'city builder', 'resource management', 'singleplayer', 'tactical', 'real-time', 'co-op', 'competitive', 'replay value', 'remake', '2d', 'isometric', 'action', 'adventure']",Overwhelmingly Positive,4.0
Ultimate General: Civil War,"ultimate general: civil war is a tactical real time strategy war-game. experience the bloodiest period of u.s. history - the american civil war of 1861-1865. about this game
ultimate general: civil war is a tactical real time strategy war game. experience the bloodiest period of u.s. history - the american civil war of 1861-1865. main featuresfull campaign: fight in the american civil war campaign and participate in 50+ battles from small engagements to massive battles that can last several days over hundreds of square miles of terrain. campaign fully depends on player actions and battle results. historical battles can also be played separately.the game includes the following battles in the campaign:battle of aquia creekbattle of philippi1st battle of bull runbattle of shilohbattle of gaines' millbattle of malvern hill2nd battle of bull runbattle of antietambattle of fredericksburgbattle of stones riverbattle of chancellorsvillebattle of gettysburgbattle of chickamaugabattle of cold harborbattle of richmondbattle of washington+ 48 smaller scale battlesarmy management: you are the general. you have full control over the army composition. based on your successes and reputation you might get access to more corps, divisions and brigades. keep your soldiers alive and they will learn to fight better, turning from green rookies to crack veterans. lose a lot of your soldiers and you might not have enough reinforcements to deliver victories. your reputation will suffer, army morale will drop and you will be forced to resign.innovative command system: you decide which level of control you want. command every unit individually or just give them a main goal with one button click and watch if they can take that hill. army divisions commanders can make decisions on their own and help you control the largest army. draw a defensive line and allocated brigades will defend it like lions. or design a deep flanking maneuver by just drawing an arrow and send the whole army to the enemy flank or the rear. your generals will try to fulfill your orders, although ""no plan survives contact with the enemy"".officer progression: historical unit commanders progress and become better fighters together with the player. the officers rank up based on their units’ performance, but it's war and they can be wounded or even get killed in action. new ranks open new possibilities and allow officers to lead bigger units without efficiency loss. winning battles also opens new possibilities for you as a general, increasing skills such as reconnaissance or political influence.historical weapons: there is huge variety of civil war weaponry from mass produced enfield pattern rifles to rare whitworths. historical availability has also been implemented. certain weapons can only be captured by raiding supplies or taken from the enemy on the battlefield. enhanced unit control: detach skirmishers to send them to scout those hills ahead. or merge several brigades into one bigger division if it’s needed. dismount the cavalry to become less visible to the enemy or mount for fast flanking charges and supply raids. supplies are extremely important and you have to plan and defend the provisions otherwise the battle might end for you early.advanced artificial intelligence: you will face a strong enemy. ai will flank you, will hit your weak spots and undefended high ground, will chase and cut your supplies and will try to destroy unguarded artillery batteries. ai will use terrain and will take cover and retreat if overwhelmed. terrain matters: trenches, lines, fences, houses, fields – everything can help to achieve victory, if you know how to use it. hills will allow you to see enemy units earlier. rivers and bridges can become natural obstacles that will help you to defend. forests can help you hide your movements and flank the enemy. beautiful maps: we believe that modern technology allows hardcore war-games to finally stop being brown on green hexes. hardcore, deep war games can be beautiful. in our game, every historical battle landscape is accurately hand-drawn, utilizing data from satellite and historical maps. the topography plays immense strategic role and helps to understand how battles were fought and to learn history. ['wargame', 'real time tactics', 'war', 'america', 'tabletop', 'rts', 'grand strategy', 'strategy', 'historical', 'board game', 'strategy rpg', 'education', 'turn-based strategy', 'tactical', 'military', 'combat', 'simulation', 'singleplayer', 'multiplayer', 'indie']",Very Positive,4.0
Dune: Imperium,"the award-winning board game of strategy and intrigue in the iconic universe of dune. the spice must flow. about this game
experience the ultimate blend of strategy and intrigue as you navigate the treacherous landscapes of arrakis in the award-winning board game dune: imperium!battle online, locally with ai, or against the formidable house hagal.earn achievements that showcase your prowess as a leader.embark on more than a dozen challenges that will test your wit and cunning.compete for badges in the rotating skirmish mode where no two games are the same!arrakis. dune. desert planet. raise your banner above the vast wasteland before you. as the great houses of the landsraad marshal their forces and their spies, whom will you influence, and whom will you betray? a tyrannical emperor. the secretive bene gesserit. the shrewd spacing guild. the ferocious fremen of the deep desert. the power of the imperium can be yours, but war is not the only way to claim it.dune: imperium blends deck-building and worker placement in a deeply thematic new strategy game where the fate of the empire hangs on your decisions. will you seek political allies or rely upon military might? economic strength or subtle intrigues? a council seat… or a sharpened blade? the cards are dealt. the choice is yours. the imperium awaits.in dune: imperium, you'll step into the role of one of the leaders of the great houses of the imperium in a struggle to control the planet arrakis and the invaluable spice it provides.the game plays out in a series of ten rounds, each of which is defined by a new conflict on the surface of the planet; some award critical resources, and some provide victory points that will propel you to dominance. but choose your battles wisely: spread your forces too thin, and you'll find your enemies growing too strong to oppose.each round, you'll draw a hand of five cards from your deck, which will get stronger over the course of the game as you acquire new cards. each card can be played in one of two ways: to send an agent out into the imperium to gather resources, or to reveal at the end of the round to purchase new powerful cards. you must maintain a careful balance to get the most of the resources available to you. how will you find your path?as your game progresses, you'll vie for influence with four factions of the imperium: the emperor, the economically powerful spacing guild, the mysterious bene gesserit, and the ferocious fremen of the deep deserts. earning influence among the various groups helps you to earn the victory points you need...but will you compete with your rivals for their favor, or abandon alliances to pursue other opportunities?many strategies are at your disposal, and many paths to victory. the cards are dealt. the choice is yours. the imperium awaits. ['board game', 'strategy', 'deckbuilding', 'sci-fi', 'simulation', 'card game', 'grand strategy', 'tabletop', 'space sim', 'top-down', 'dystopian', 'economy', 'fantasy', 'futuristic', 'lore-rich', 'military', 'political', 'space', 'choices matter', 'combat']",Overwhelmingly Positive,4.0
STAR WARS™ Empire at War - Gold Pack,"command or corrupt an entire galaxy in the definitive star wars strategy collection. it is a time of galactic civil war. will you take up the reins of the rebellion, assume control of the empire, or rule the star wars underworld? about this game
							command or corrupt an entire galaxy in the definitive star wars strategy collection. it is a time of galactic civil war. will you take up the reins of the rebellion, assume control of the empire, or rule the star wars underworld? star wars empire at war:					from the lives of soldiers to the deaths of planets, you are the supreme galactic commander.  it is a time of galactic civil war.  take up the reins of the rebellion or assume control for the empire.  whichever you choose, it will be up to you to steer your side to ultimate victory.  command everything from individual troops to starships and even the mighty death star as you execute campaigns on the ground, in space and across the galaxy.  forget tedious resource gathering – just jump straight into the heart of the action.  you can even change star wars history! every decision affects your next battle and every battle helps shape the fate of the galaxy. conquer or liberate over 80 ground and space locations including kashyyyk, tatooine and dagobah – each with its own strategic advantage.  command iconic star wars characters such as obi-wan kenobi, luke skywalker, darth vader and boba fett.  pit x-wings against tie fighters or command an entire fleet of star destroyers in space.  then send down land forces to secure the planet below.  star wars® empire at war™: forces of corruption™:					you’ve played the light side.  you’ve played the dark side.  now play the corrupt side!  as tyber zann you’ll stop at nothing to become the most notorious criminal leader since jabba the hutt.  with all new tactics like piracy, kidnapping, racketeering and bribery, you can control the shadowy forces of corruption in your attempt to rule the star wars underworld.  don’t just control the galaxy…corrupt it! all new units and planets: command over 28 new underworld units as well as new rebel and imperial forces and heroes on 13 new planets. expanded multiplayer: experience all out, three-faction battles and now play the same side against itself with mirror play. ['strategy', 'rts', 'space', 'sci-fi', 'multiplayer', 'singleplayer', 'moddable', 'mod', 'tactical', 'war', 'action', 'classic', 'great soundtrack', 'grand strategy', 'simulation', '4x', 'co-op', 'adventure', 'atmospheric', 'epic']",Overwhelmingly Positive,4.0
For The King,"for the king is a strategic rpg that blends tabletop and roguelike elements in a challenging adventure that spans the realms. set off on a single player experience or play cooperatively both online and locally. about this game
							the king is dead, murdered by an unknown assailant. now the once peaceful kingdom of fahrul is in chaos.with nowhere left to turn and stretched beyond her means, the queen has put out a desperate plea to the citizens of the land to rise-up and help stem the tide of impending doom. will you brave the relentless elements, fight the wicked creatures, sail the seas and delve into the dark underworld? none before you have returned from their journey. can you be the one to put an end to the chaos? for the king is a challenging blend of strategy, jrpg combat, and roguelike elements.unique dice-roll inspired combat systemfight and die as a party in fast paced and brutal turn-based combat using a unique slot system for attacks and special abilities. find and gather herbs for your trusty pipe to heal your wounds and cure your maladies. set up safe camps or brave the horrors that nightfall brings.rogue-lite replayabilityevery playthrough is made unique with procedurally generated maps, quests, loots and events for you to tackle. use lore between playthroughs to purchase weapons, items, npcs, classes, events, and more!multiple ways to playplay either single player, local co-operative play, or online co-operative play. choose to split your party up and cover more ground or stick together for protection! a sound strategy can mean the difference between life and death.plethora of additional contentfor the king features all released expansion content including dungeon crawl, frozen expanse adventure, gold rush un-cooperative mode, into the deep and more!just remember adventurer, you do this not for the riches or fame but for your village, for your realm, for the king! ['rpg', 'online co-op', 'strategy', 'open world', 'roguelike', 'turn-based', 'multiplayer', 'co-op', 'turn-based combat', 'adventure', 'tabletop', 'roguelite', 'turn-based strategy', 'party-based rpg', 'board game', 'local co-op', 'indie', 'fantasy', 'hex grid', 'strategy rpg']",Very Positive,4.0
Armello,"armello is a grim fairy-tale board game come to life, with every match combining deep, tactical card play, rich tabletop strategy and rpg elements. leverage subterfuge, spells and careful strategy to wrangle control of the game's chaotic odds as you quest for the throne. about this game
armello is a grand swashbuckling adventure that combines three styles of play; the deep tactics of card games with the rich strategy of table top board games, combined with a character role-playing system.as a hero from one of the clans of armello, you'll quest, scheme, hire agents, explore, vanquish monsters, cast spells and face off against other players, with one ultimate end goal in mind — storming the palace and becoming king or queen of armello. the kingdom of armello is as dangerous as it is beautiful, perils, banes and bandits hide around every corner and a spreading corruption known as the rot is leaving no creature untouched.armello is league of geeks’ attempt to revolutionise digital board and card games, whilst providing players a rich world within which they can craft their own stories of epic adventure. the aim was to create a rich game full of backstabbing, close shaves, shattered alliances, ruses and empty promises - a perfect game to play online with your friends. ['board game', 'pvp', 'turn-based strategy', 'card game', 'turn-based', 'strategy', 'rpg', 'dark fantasy', '3d', 'atmospheric', 'hand-drawn', '2d', 'tabletop', 'multiple endings', 'fantasy', 'hex grid', 'lore-rich', 'adventure', 'tactical rpg', 'grand strategy']",Very Positive,4.0
Stacklands,"stacklands is a village builder where you stack cards to collect food, build structures, and fight creatures. 🃏 for example, dragging a villager card on top of a berry bush card will spawn berry cards which the villagers can eat to survive. 🃏 play your cards right and expand your village! about this game
stacklands is a village builder where you stack cards to collect food, build structures, and fight creatures.for example, dragging a 'villager' card on top of a 'berry bush' card will spawn 'berry' cards which the villagers can eat to survive!sell cards 💰you can also sell cards to get coins which you can then use to buy card packs. packs contain multiple cards that you can use to expand your village. every pack has a focus such as cooking, farming or building.at the end of every moon you'll need to feed all your villagers - so make sure you have enough food, or your villagers will starve! 💀features 🔥🃏 200+ cards to collect💡 60+ ideas to find✅ 50+ quests to complete📦 13 different card packs to buy🕒 5-7 hours of playtimecombat 🗡️a villager bumping into an evil creature will engage in an automatic battle. fight goblins, bears, rats and more! improve your villager's combat abilities by giving them weapons or by making them team up against enemies.find ideas 🧠expand your knowledge by finding idea cards. an idea card will tell you how to create new cards, for example: stack 2 wood, 1 stone and 1 villager to build a house. ['card game', 'management', 'survival', 'card battler', 'roguelite', 'city builder', 'strategy', 'solitaire', 'building', '2d', 'tabletop', 'singleplayer', 'cute', 'deckbuilding', 'simulation', 'hand-drawn', 'colorful', 'indie', 'casual', 'fantasy']",Overwhelmingly Positive,4.0
ENDLESS™ Legend,"endless™ legend is a 4x turn-based fantasy strategy game by the creators of endless™ space and dungeon of the endless™. control every aspect of your civilization as you struggle to save your homeworld auriga. create your own legend! about this game
create your own legendanother sunrise, another day of toil. food must be grown, industries built, science and magic advanced, and wealth collected. urgency drives these simple efforts, however, for your planet holds a history of unexplained apocalypse, and the winter you just survived was the worst on record. a fact that has also been true for the previous five.as you discover the lost secrets of your world and the mysteries of the legends and ruins that exist as much in reality as in rumor, you will come to see that you are not alone. other peoples also struggle to survive, to grow, and perhaps even to conquer.you have a city, a loyal populace, and a few troops; your power and magic should be sufficient to keep them alive. but beyond that, nothing is certain… where will you go, what will you find, and how will you react? will your trail be one of roses, or of blood?explore fantastic lands.lead one of eight civilizations each with a unique gameplay style and storyline.survive through cold dark seasons that drive auriga to its end. will it also be yours?experience an endless replayability with randomly generated worlds and quests.set the size, shape, topography and more... to create your own world to discover.expand beyond the unknown.conquer, build and develop villages into feared fortresses or wonderful cities.assimilate powerful minor factions and use their special traits and units wisely.hire, equip and train your heroes to become army leaders or city governors.raise your civilization by finding mysterious artefacts and forgotten technologies.exploit every opportunity.evolve your civilization through the discovery of new advanced technologies.collect dust, luxuries and strategic resources tradable on the marketplace.keep one step ahead of other civilizations through trade and subtle diplomacy.choose from different victory conditions and adapt your strategy on the fly.exterminate fools who defy you.experience an innovative dynamic simultaneous turn-based battle system.use unit equipment, abilities and the terrain to overcome your opponents.zoom out of a battle and rule the other aspects of your empire seamlessly.define your custom civilizations and confront those created by your friends. ['strategy', '4x', 'turn-based', 'turn-based strategy', 'fantasy', 'hex grid', 'multiplayer', 'rpg', 'singleplayer', 'great soundtrack', 'sci-fi', 'indie', 'tactical', 'grand strategy', 'adventure', 'medieval', 'atmospheric', 'exploration', 'open world', 'sandbox']",Very Positive,4.0
Dorfromantik,"dorfromantik is a peaceful building strategy and puzzle game where you create a beautiful and ever-growing village landscape by placing tiles. explore a variety of colorful biomes, discover and unlock new tiles and complete quests to fill your world with life! about this game
							dorfromantik is a relaxing building strategy and puzzle game in which you place tiles to create ever-growing, idyllic village landscapes. with dorfromantik, you can immerse yourself in a quiet, peaceful world at any time and take a break from everyday life. at the same time, dorfromantik offers a challenge for those who are looking for one: to beat the highscore, you need to carefully plan and strategically place your tiles.in dorfromantik you start with a stack of procedurally generated tiles. one after the other, you draw the top tile of the stack, place it on one available slot and rotate for the best fit. thereby groups and combinations of landscapes are formed, such as forests, villages or water bodies, and you are rewarded with points depending on how well the tile fits.on some tiles you will also encounter special objects that give you a quest: for example, the windmill wants to border 6 grain fields, the locomotive wants to be connected to 10 tracks or the deer wants to inhabit a forest with at least 50 trees. fulfill these quests to get more tiles to continue the expansion of your landscape. the game ends when the tile stack is used up.as you expand the landscape, you can advance into new, colorful biomes and discover pre-placed game objects that give you long-term tasks. through these tasks you can unlock new tiles, new biomes and new quests.what dorfromantik offersbuilding endless and beautiful landscapesunique mix of strategy and puzzle mechanicsrelaxing and calming gameplayidyllic village scenerystrategic placement to beat the highscorehigh replay value - every session is differentmany unlockable tiles and biomesoriginal artstyle with handpainted boardgame feelwhat dorfromantik does not offer4x strategytradingresource managementcombat & violencemultiplayerdorfromantik offers options for any style of play! take a short break from life in quick mode or try to master the game in hard mode. the custom mode allows you to create your own rulesets and share them with others, while monthly mode awaits you with a new challenge every month. if you just want to relax and build your own landscape with no limits, try the creative mode!dorfromantik was developed by four game design students from berlin. together we have founded toukana interactive and want to develop many more small, original and high-quality indie games in the future.we are happy about constructive feedback of all kinds, so feel free to contact us! we will do our best to respond to messages quickly and fix any problems that may arise. :) ['puzzle', 'relaxing', 'city builder', 'turn-based strategy', 'strategy', 'board game', 'casual', 'simulation', 'resource management', 'sandbox', 'turn-based tactics', 'logic', 'procedural generation', 'family friendly', 'controller', 'minimalist', 'indie', '3d', 'hand-drawn', 'singleplayer']",Overwhelmingly Positive,4.0
